userID,itemID,prediction
72,60811,-23.970848
72,108717,-23.976313
72,22482,-23.981968
72,109906,-23.986032
72,72538,-23.98795
72,115800,-23.990623
72,132943,-23.992521
72,31917,-24.011904
77,24022,-23.604694
77,130907,-23.640207
77,99388,-23.647045
77,19600,-23.657839
77,70361,-23.665804
77,98786,-23.695395
77,113665,-23.70427
77,108717,-23.717453
77,59153,-23.75678
77,48700,-23.826153
77,56700,-23.860292
77,78613,-23.8605
77,50668,-23.872787
77,111197,-23.873304
77,93660,-23.880482
77,66667,-23.884205
77,42287,-23.896013
77,48445,-23.904715
77,132943,-23.904943
77,101641,-23.90886
77,121229,-23.91152
77,92147,-23.923552
77,22342,-23.928
77,34317,-23.93389
77,102465,-23.934364
77,142360,-23.936592
77,21902,-23.946423
77,18315,-23.950438
77,127363,-23.960032
77,100440,-23.97015
78,22334,-24.731405
78,84349,-25.329847
78,75616,-25.493046
78,120786,-25.515343
78,83040,-25.613905
78,74418,-25.692757
78,120608,-25.766706
78,41337,-25.794
78,81437,-25.800863
78,51986,-25.816988
78,121042,-25.817158
78,136144,-25.843344
78,100805,-25.869827
78,11568,-25.871328
78,83952,-25.874903
78,121750,-25.897173
78,134416,-25.897556
78,57715,-25.906141
78,138338,-25.934162
78,137393,-25.936598
78,11563,-25.937458
78,118067,-25.948383
78,145930,-25.958427
78,135473,-25.969017
78,76084,-25.970623
78,86972,-25.975883
78,68437,-25.980598
78,112728,-25.982376
78,37441,-25.984978
78,73428,-25.989586
86,22482,-23.102297
86,38567,-23.103985
86,130907,-23.150135
86,111197,-23.187832
86,3766,-23.23109
86,90610,-23.258339
86,98786,-23.262024
86,40292,-23.268137
86,145705,-23.280422
86,107047,-23.28157
86,63721,-23.287785
86,101641,-23.357063
86,74282,-23.362432
86,111497,-23.369347
86,98179,-23.382097
86,48445,-23.384197
86,60811,-23.386097
86,134709,-23.39234
86,115816,-23.39386
86,115800,-23.398224
86,132055,-23.412947
86,111491,-23.416052
86,115778,-23.416227
86,72538,-23.419657
86,35818,-23.421833
86,72849,-23.430677
86,50668,-23.4321
86,72854,-23.432886
86,14570,-23.43563
86,103732,-23.436705
89,24022,-23.967146
89,113665,-24.070292
89,99388,-24.075098
89,70361,-24.091858
89,108717,-24.096106
89,98786,-24.12524
89,19600,-24.143602
89,59153,-24.15273
89,78613,-24.158926
89,22342,-24.175823
89,48700,-24.198797
89,130907,-24.215162
89,42287,-24.225296
89,121229,-24.232985
89,22334,-24.237171
89,56700,-24.259438
89,102465,-24.262367
89,18315,-24.264133
89,88275,-24.27643
89,93660,-24.286896
89,132943,-24.292366
89,42211,-24.298742
89,90516,-24.300152
89,34317,-24.306784
89,50668,-24.308434
89,22332,-24.310518
89,72956,-24.310926
89,47189,-24.312263
89,117495,-24.31565
89,51462,-24.319231
90,130907,-23.230488
90,98786,-23.477602
90,38567,-23.51144
90,111197,-23.524092
90,22482,-23.611233
90,48445,-23.66002
90,101641,-23.68354
90,66667,-23.709251
90,92145,-23.723665
90,90610,-23.741636
90,19600,-23.764732
90,50668,-23.78623
90,3766,-23.792763
90,100440,-23.797432
90,60811,-23.804419
90,92147,-23.80587
90,124798,-23.827164
90,72538,-23.843729
90,14570,-23.84583
90,109906,-23.872967
90,74282,-23.875307
90,127363,-23.881275
90,132055,-23.882524
90,95922,-23.884443
90,115800,-23.893265
90,92144,-23.895449
90,131966,-23.899113
90,93660,-23.901606
90,34317,-23.903362
90,31917,-23.907803
96,24022,-19.742891
96,22334,-19.828594
96,78613,-20.150959
96,108717,-20.189587
96,113665,-20.224518
96,121229,-20.367441
96,88275,-20.467392
96,99388,-20.496523
96,48700,-20.509222
96,37441,-20.530739
96,70361,-20.533058
96,75616,-20.559975
96,100805,-20.594751
96,93358,-20.626425
96,22332,-20.647263
96,51462,-20.660868
96,42287,-20.665075
96,86479,-20.694185
96,102465,-20.694273
96,42211,-20.72938
96,24043,-20.730824
96,47189,-20.737894
96,88276,-20.777187
96,51475,-20.779455
96,102455,-20.789219
96,64877,-20.789635
96,84419,-20.790054
96,22342,-20.795269
96,120535,-20.801634
96,59153,-20.80294
99,24022,-21.839907
99,108717,-22.037823
99,113665,-22.04083
99,70361,-22.051073
99,99388,-22.060682
99,78613,-22.120605
99,19600,-22.150316
99,59153,-22.173065
99,48700,-22.175446
99,121229,-22.2139
99,56700,-22.247974
99,22342,-22.282124
99,42287,-22.284204
99,102465,-22.29182
99,88275,-22.317013
99,51462,-22.356602
99,22332,-22.367693
99,132943,-22.36966
99,47189,-22.372555
99,51475,-22.384108
99,42211,-22.384356
99,72956,-22.394432
99,98786,-22.39879
99,130907,-22.404156
99,142360,-22.40814
99,24043,-22.408894
99,21902,-22.409262
99,93660,-22.416489
99,64877,-22.41687
99,100805,-22.418312
107,22334,-22.521538
107,24022,-22.548998
107,78613,-22.841972
107,108717,-22.886574
107,113665,-22.900612
107,121229,-23.03257
107,88275,-23.06875
107,99388,-23.09735
107,75616,-23.10986
107,37441,-23.119987
107,48700,-23.130232
107,70361,-23.140415
107,100805,-23.17286
107,93358,-23.177301
107,22332,-23.201424
107,42287,-23.20865
107,86479,-23.20953
107,51462,-23.215002
107,42211,-23.246567
107,102465,-23.251696
107,47189,-23.269135
107,84419,-23.27957
107,24043,-23.2797
107,22342,-23.296606
107,88276,-23.297777
107,51475,-23.307901
107,64877,-23.307987
107,120535,-23.312372
107,72454,-23.316296
107,102455,-23.320024
111,130907,-22.583542
111,19600,-22.703876
111,98786,-22.747854
111,70361,-22.826893
111,99388,-22.8592
111,111197,-22.871622
111,48445,-22.882042
111,101641,-22.89734
111,59153,-22.90099
111,66667,-22.925447
111,38567,-22.959845
111,92145,-22.960918
111,50668,-22.964094
111,100440,-22.96749
111,92147,-22.973059
111,93660,-22.97318
111,24022,-23.007679
111,113665,-23.015675
111,142360,-23.031471
111,127363,-23.034071
111,56700,-23.038687
111,34317,-23.046469
111,21902,-23.049877
111,108717,-23.058453
111,60811,-23.059383
111,132943,-23.075884
111,31917,-23.079443
111,109906,-23.094248
111,18315,-23.094604
111,3766,-23.095802
115,130907,-24.626135
115,22482,-24.626833
115,38567,-24.669706
115,124798,-24.694141
115,74282,-24.70848
115,111197,-24.711021
115,48445,-24.71473
115,90610,-24.71921
115,98786,-24.727337
115,92145,-24.73121
115,66667,-24.733957
115,138293,-24.739988
115,60811,-24.740376
115,95922,-24.74261
115,101641,-24.743946
115,132055,-24.745714
115,131966,-24.747236
115,38655,-24.751125
115,14570,-24.754858
115,58190,-24.758072
115,100440,-24.760057
115,92144,-24.761398
115,19600,-24.763609
115,74754,-24.76449
115,31917,-24.766615
115,63721,-24.767096
115,42278,-24.770712
115,3766,-24.773716
115,133979,-24.775171
115,72538,-24.77591
117,24022,-16.995092
117,99388,-17.14682
117,113665,-17.176188
117,108717,-17.195154
117,130907,-17.214308
117,70361,-17.2178
117,19600,-17.235174
117,98786,-17.309992
117,59153,-17.368517
117,48700,-17.380348
117,78613,-17.393787
117,121229,-17.47476
117,42287,-17.487474
117,50668,-17.526085
117,56700,-17.532866
117,111197,-17.538742
117,66667,-17.542023
117,132943,-17.555576
117,93660,-17.561686
117,102465,-17.562078
117,22342,-17.582273
117,34317,-17.595737
117,92147,-17.630013
117,88275,-17.633621
117,48445,-17.63644
117,101641,-17.646461
117,142360,-17.6615
117,51475,-17.66506
117,18315,-17.665434
117,127363,-17.668457
119,130907,-24.661116
119,22482,-24.733744
119,38567,-24.738525
119,111197,-24.775347
119,98786,-24.805607
119,90610,-24.841248
119,48445,-24.853958
119,101641,-24.871147
119,3766,-24.882332
119,74282,-24.885809
119,92145,-24.888945
119,60811,-24.894928
119,124798,-24.910484
119,63721,-24.91645
119,14570,-24.921026
119,132055,-24.92239
119,50668,-24.92541
119,107047,-24.929695
119,72538,-24.93069
119,100440,-24.935736
119,92144,-24.943892
119,40292,-24.944246
119,92147,-24.947865
119,95922,-24.952816
119,115800,-24.956512
119,31917,-24.95667
119,131966,-24.957827
119,109906,-24.95853
119,145526,-24.958555
119,115816,-24.962126
123,22334,-23.588737
123,24022,-23.845549
123,78613,-24.045134
123,75616,-24.065237
123,108717,-24.114159
123,113665,-24.137684
123,37441,-24.179398
123,100805,-24.204416
123,121229,-24.204494
123,88275,-24.224817
123,93358,-24.2509
123,86479,-24.276293
123,48700,-24.303991
123,22332,-24.337385
123,99388,-24.341738
123,73703,-24.34178
123,120535,-24.34457
123,51462,-24.34784
123,24043,-24.349525
123,84419,-24.35236
123,47189,-24.357471
123,42211,-24.359493
123,22327,-24.363525
123,88276,-24.373323
123,1250,-24.374697
123,70361,-24.377123
123,74304,-24.382019
123,69506,-24.387709
123,102465,-24.393152
123,72454,-24.394234
130,130907,-19.670963
130,98786,-19.850313
130,38567,-19.878122
130,111197,-19.939138
130,22482,-20.002691
130,90610,-20.129417
130,48445,-20.144028
130,101641,-20.145195
130,3766,-20.168076
130,66667,-20.178307
130,92145,-20.190184
130,60811,-20.236877
130,50668,-20.2372
130,72538,-20.249973
130,92147,-20.271708
130,14570,-20.278854
130,124798,-20.28049
130,115800,-20.28258
130,132055,-20.2848
130,63721,-20.285683
130,100440,-20.28681
130,74282,-20.287416
130,107047,-20.295013
130,109906,-20.296198
130,18315,-20.309114
130,92144,-20.324207
130,40292,-20.336687
130,127363,-20.354208
130,145526,-20.35474
130,50666,-20.356289
133,19600,-20.119015
133,24022,-20.14513
133,70361,-20.147966
133,130907,-20.185457
133,99388,-20.189486
133,98786,-20.203186
133,59153,-20.237299
133,113665,-20.266527
133,108717,-20.326027
133,93660,-20.382353
133,48700,-20.409536
133,56700,-20.41071
133,66667,-20.41352
133,78613,-20.424728
133,50668,-20.436504
133,42287,-20.445284
133,142360,-20.46823
133,48445,-20.468843
133,92147,-20.469532
133,18315,-20.47817
133,111197,-20.480326
133,34317,-20.480614
133,127363,-20.489843
133,101641,-20.490023
133,102465,-20.494505
133,132943,-20.497879
133,21902,-20.504805
133,100440,-20.510473
133,92145,-20.538609
133,121229,-20.547035
135,24022,-15.394232
135,113665,-15.744771
135,108717,-15.753693
135,78613,-15.7960615
135,99388,-15.918161
135,121229,-15.973974
135,88275,-16.043982
135,48700,-16.04484
135,70361,-16.06117
135,22334,-16.089848
135,42287,-16.095058
135,22332,-16.184916
135,51462,-16.205158
135,102465,-16.22019
135,22342,-16.238432
135,42211,-16.247015
135,37441,-16.25031
135,51475,-16.263031
135,59153,-16.266588
135,47189,-16.269136
135,19600,-16.301384
135,86479,-16.30893
135,93358,-16.320879
135,64877,-16.34603
135,84419,-16.352304
135,88276,-16.375761
135,123790,-16.37812
135,24043,-16.378344
135,102455,-16.379232
135,56700,-16.381529
139,24022,-14.953466
139,113665,-15.185876
139,99388,-15.199412
139,108717,-15.220784
139,70361,-15.3051
139,19600,-15.36059
139,130907,-15.369129
139,78613,-15.389782
139,98786,-15.42747
139,48700,-15.442267
139,59153,-15.4740505
139,121229,-15.52229
139,42287,-15.525241
139,22342,-15.6191
139,102465,-15.635846
139,50668,-15.648821
139,88275,-15.653379
139,56700,-15.658682
139,66667,-15.66861
139,132943,-15.675583
139,93660,-15.69922
139,34317,-15.706833
139,111197,-15.709461
139,51475,-15.737845
139,22332,-15.73965
139,51462,-15.741792
139,42211,-15.773028
139,18315,-15.778733
139,92147,-15.783639
139,47189,-15.789509
140,130907,-20.701397
140,19600,-20.84493
140,99388,-20.897696
140,70361,-20.917147
140,111197,-20.920025
140,48445,-20.960825
140,101641,-20.981472
140,98786,-20.994892
140,108717,-21.010567
140,24022,-21.015331
140,59153,-21.01973
140,113665,-21.021955
140,38567,-21.04551
140,50668,-21.050558
140,66667,-21.060663
140,92147,-21.086393
140,56700,-21.096237
140,92145,-21.100176
140,132943,-21.10297
140,100440,-21.105711
140,21902,-21.124287
140,48700,-21.128391
140,142360,-21.1293
140,34317,-21.131523
140,60136,-21.141472
140,3766,-21.142202
140,31917,-21.150211
140,22482,-21.150732
140,127363,-21.16048
140,93660,-21.166658
146,24022,-13.616167
146,113665,-13.917305
146,108717,-13.962507
146,99388,-13.99906
146,78613,-14.0759
146,70361,-14.138401
146,48700,-14.218356
146,121229,-14.250516
146,19600,-14.256635
146,42287,-14.27312
146,59153,-14.322022
146,88275,-14.347836
146,130907,-14.36672
146,98786,-14.36714
146,22342,-14.374235
146,102465,-14.413955
146,22332,-14.458422
146,51462,-14.468981
146,42211,-14.4967985
146,51475,-14.5052395
146,56700,-14.50806
146,132943,-14.525677
146,50668,-14.53352
146,47189,-14.534732
146,34317,-14.556934
146,66667,-14.563557
146,93660,-14.591932
146,64877,-14.61293
146,72956,-14.620091
146,123790,-14.635219
174,22334,-25.208
174,24022,-25.738459
174,70361,-25.748133
174,120786,-25.804766
174,59153,-25.817238
174,75616,-25.834616
174,100805,-25.841713
174,19600,-25.848988
174,56700,-25.88659
174,73703,-25.895014
174,22342,-25.90025
174,99388,-25.907074
174,78613,-25.908535
174,113665,-25.91066
174,23518,-25.918962
174,108717,-25.922668
174,120535,-25.95325
174,136151,-25.953526
174,48700,-25.957874
174,93358,-25.961693
174,82882,-25.982231
174,24043,-25.98275
174,100017,-25.985275
174,121042,-25.987564
174,102465,-25.998579
174,142360,-26.00722
174,132427,-26.018322
174,136144,-26.020506
174,102455,-26.023026
174,117495,-26.027
175,24022,-20.662
175,113665,-20.877289
175,108717,-20.892452
175,78613,-20.931908
175,99388,-20.962606
175,70361,-20.987886
175,22334,-20.99555
175,48700,-21.055754
175,121229,-21.059183
175,59153,-21.104147
175,88275,-21.12971
175,19600,-21.137348
175,42287,-21.148712
175,22342,-21.151922
175,102465,-21.165663
175,56700,-21.199713
175,22332,-21.209566
175,51462,-21.211435
175,42211,-21.216265
175,37441,-21.218102
175,47189,-21.223751
175,51475,-21.254
175,93358,-21.256426
175,86479,-21.257877
175,64877,-21.258457
175,100805,-21.261278
175,24043,-21.263718
175,123790,-21.278744
175,75616,-21.2833
175,73703,-21.284548
179,130907,-20.224241
179,98786,-20.2816
179,38567,-20.637823
179,111197,-20.69642
179,19600,-20.736723
179,66667,-20.750708
179,92145,-20.767807
179,48445,-20.770124
179,101641,-20.773397
179,93660,-20.849972
179,100440,-20.859394
179,124798,-20.865923
179,92147,-20.871092
179,18315,-20.881025
179,72538,-20.901344
179,22482,-20.90646
179,50668,-20.922123
179,60811,-20.938267
179,109906,-20.947872
179,90610,-20.951582
179,127363,-20.95867
179,115800,-20.961447
179,95922,-20.96325
179,131966,-20.973156
179,92144,-20.98493
179,3766,-20.987217
179,14570,-20.990961
179,132055,-20.995527
179,72540,-21.006302
179,34317,-21.012476
182,22334,-19.786442
182,24022,-19.92925
182,113665,-20.279425
182,78613,-20.29588
182,108717,-20.303278
182,99388,-20.436083
182,70361,-20.449541
182,121229,-20.504774
182,48700,-20.517967
182,88275,-20.56932
182,22342,-20.597088
182,59153,-20.616285
182,42287,-20.630718
182,37441,-20.650822
182,75616,-20.661123
182,102465,-20.664795
182,22332,-20.67827
182,51462,-20.684763
182,93358,-20.686098
182,100805,-20.686691
182,19600,-20.689232
182,42211,-20.694798
182,47189,-20.725857
182,86479,-20.726482
182,24043,-20.734724
182,56700,-20.751308
182,64877,-20.756536
182,88276,-20.766926
182,120535,-20.774767
182,102455,-20.776648
183,130907,-24.248753
183,19600,-24.310455
183,98786,-24.351856
183,70361,-24.477072
183,48445,-24.503086
183,66667,-24.504906
183,59153,-24.520103
183,92145,-24.527927
183,100440,-24.54091
183,93660,-24.54619
183,111197,-24.546934
183,101641,-24.547049
183,92147,-24.580072
183,38567,-24.584278
183,99388,-24.597034
183,127363,-24.60114
183,50668,-24.60819
183,131966,-24.624786
183,142360,-24.631771
183,95922,-24.636738
183,124798,-24.643974
183,60811,-24.646444
183,18315,-24.650648
183,34317,-24.653353
183,14566,-24.65982
183,22342,-24.663317
183,72538,-24.671518
183,109906,-24.676296
183,14570,-24.680685
183,31917,-24.68272
214,130907,-25.532812
214,19600,-25.617393
214,98786,-25.64168
214,48445,-25.672274
214,111197,-25.688066
214,101641,-25.696878
214,70361,-25.699095
214,38567,-25.70027
214,66667,-25.711506
214,92145,-25.716648
214,100440,-25.724586
214,22482,-25.729586
214,59153,-25.738428
214,93660,-25.742338
214,50668,-25.75671
214,92147,-25.756735
214,99388,-25.761656
214,142360,-25.763535
214,60811,-25.764833
214,95922,-25.76552
214,31917,-25.766205
214,127363,-25.779852
214,124798,-25.780693
214,56700,-25.797117
214,21902,-25.797129
214,109906,-25.797735
214,3766,-25.8008
214,90610,-25.80111
214,34317,-25.804815
214,131966,-25.804972
219,24022,-21.022232
219,70361,-21.04143
219,19600,-21.080492
219,99388,-21.099905
219,59153,-21.117184
219,108717,-21.1314
219,113665,-21.139389
219,56700,-21.167774
219,48700,-21.186234
219,78613,-21.220406
219,121229,-21.258053
219,142360,-21.258587
219,93660,-21.269876
219,21902,-21.270752
219,102465,-21.271574
219,130907,-21.27383
219,98786,-21.285528
219,132943,-21.286211
219,22342,-21.29393
219,42287,-21.297007
219,72956,-21.306492
219,50668,-21.339931
219,101641,-21.34393
219,73703,-21.346905
219,66667,-21.347769
219,48445,-21.34988
219,132427,-21.349995
219,100805,-21.350155
219,34317,-21.354002
219,140766,-21.356647
220,74419,-17.76685
220,41337,-17.86244
220,135717,-17.941906
220,129165,-17.979425
220,137703,-17.9868
220,9018,-18.02606
220,145930,-18.037895
220,84349,-18.04133
220,11563,-18.04141
220,25102,-18.059038
220,11568,-18.078074
220,134416,-18.079288
220,73428,-18.083347
220,120608,-18.088734
220,132068,-18.103964
220,86557,-18.105928
220,71923,-18.13436
220,83040,-18.138454
220,135460,-18.14395
220,142150,-18.156769
220,76823,-18.17447
220,144993,-18.176321
220,141616,-18.17992
220,135345,-18.18331
220,11565,-18.186052
220,77277,-18.188023
220,128985,-18.18947
220,81203,-18.210299
220,119754,-18.215908
220,135473,-18.21697
236,24022,-15.201141
236,108717,-15.554711
236,113665,-15.561772
236,78613,-15.630853
236,99388,-15.736519
236,121229,-15.791905
236,48700,-15.841802
236,70361,-15.86381
236,88275,-15.916858
236,42287,-15.974952
236,102465,-16.048649
236,22332,-16.05674
236,59153,-16.062244
236,51462,-16.071825
236,51475,-16.105452
236,47189,-16.111479
236,37441,-16.111721
236,19600,-16.11699
236,22342,-16.121634
236,42211,-16.12244
236,56700,-16.174679
236,22334,-16.205154
236,86479,-16.211603
236,93358,-16.21297
236,64877,-16.216173
236,123790,-16.225592
236,24043,-16.231611
236,132943,-16.24199
236,88276,-16.249842
236,84419,-16.257689
237,24022,-16.930351
237,113665,-17.183342
237,108717,-17.200377
237,99388,-17.244644
237,78613,-17.276873
237,70361,-17.298487
237,48700,-17.395285
237,121229,-17.42147
237,19600,-17.423624
237,59153,-17.451965
